customer_id,churn_probability,risk_tier
12594,0,Low
12596,1,High
12597,0,Low
12598,0,Low
12599,0,Low
12600,0,Low
12601,1,High
12604,1,High
12609,0,Low
12610,0,Low
12613,0,Low
12614,1,High
12615,0,Low
12616,1,High
12619,0,Low
12620,0,Low
12621,0,Low
12622,1,High
12623,1,High
12624,1,High
12625,1,High
12626,0,Low
12627,0,Low
12633,0,Low
12635,0,Low
12637,0,Low
12639,1,High
12641,1,High
12642,0,Low
12643,0,Low
12644,1,High
12645,0,Low
12647,0,Low
12648,1,High
12649,1,High
12651,1,High
12652,1,High
12653,0,Low
12654,1,High
12656,0,Low
12662,0,Low
12664,0,Low
12665,1,High
12668,0,Low
12669,0,Low
12670,0,Low
12672,1,High
12673,1,High
12674,0,Low
12676,0,Low
12678,0,Low
12679,0,Low
12680,1,High
12681,0,Low
12682,0,Low
12683,0,Low
12684,0,Low
12686,1,High
12688,0,Low
12689,0,Low
12690,1,High
12691,0,Low
12693,1,High
12694,1,High
12695,1,High
12697,0,Low
12700,0,Low
12701,1,High
12704,0,Low
12705,0,Low
12707,1,High
12708,0,Low
12709,0,Low
12710,0,Low
12712,0,Low
12714,0,Low
12715,1,High
12716,0,Low
12717,0,Low
12720,0,Low
12721,0,Low
12722,0,Low
12724,0,Low
12725,1,High
12726,0,Low
12727,0,Low
12728,1,High
12729,1,High
12731,0,Low
12732,1,High
12733,1,High
12734,1,High
12735,1,High
12736,1,High
12738,1,High
12743,1,High
12744,0,Low
12747,0,Low
12748,0,Low
12749,0,Low
12750,1,High
12753,0,Low
12754,1,High
12755,1,High
12757,0,Low
12758,1,High
12759,0,Low
12763,1,High
12764,1,High
12766,0,Low
12769,1,High
12770,1,High
12775,0,Low
12778,1,High
12779,0,Low
12781,1,High
12782,0,Low
12785,1,High
12787,1,High
12790,1,High
12791,1,High
12792,1,High
12793,1,High
12797,1,High
12798,0,Low
12802,1,High
12808,0,Low
12809,1,High
12811,1,High
12814,1,High
12815,0,Low
12816,1,High
12817,1,High
12818,1,High
12820,0,Low
12821,1,High
12823,0,Low
12826,0,Low
12828,0,Low
12829,1,High
12830,0,Low
12831,1,High
12833,1,High
12834,1,High
12836,0,Low
12837,1,High
12838,1,High
12839,0,Low
12840,0,Low
12841,0,Low
12842,0,Low
12843,0,Low
12844,1,High
12845,1,High
12849,0,Low
12852,1,High
12853,0,Low
12854,0,Low
12855,1,High
12857,0,Low
12864,1,High
12865,0,Low
12866,1,High
12867,0,Low
12868,0,Low
12871,1,High
12872,1,High
12873,1,High
12875,1,High
12876,0,Low
12877,0,Low
12878,1,High
12881,1,High
12885,0,Low
12886,0,Low
12888,1,High
12891,1,High
12897,1,High
12901,0,Low
12902,1,High
12904,1,High
12908,1,High
12909,0,Low
12910,0,Low
12913,0,Low
12915,1,High
12916,0,Low
12917,1,High
12919,0,Low
12921,0,Low
12922,1,High
12924,1,High
12928,0,Low
12929,1,High
12930,1,High
12931,0,Low
12933,1,High
12935,0,Low
12937,0,Low
12939,0,Low
12942,1,High
12944,1,High
12945,1,High
12947,0,Low
12948,0,Low
12949,0,Low
12951,0,Low
12955,0,Low
12956,1,High
12957,0,Low
12962,1,High
12963,0,Low
12967,1,High
12968,1,High
12970,1,High
12971,0,Low
12974,1,High
12976,1,High
12977,1,High
12980,0,Low
12981,1,High
12982,1,High
12987,1,High
12988,1,High
12989,0,Low
12990,1,High
12991,1,High
12993,0,Low
12994,0,Low
12997,0,Low
12999,1,High
13000,1,High
13001,0,Low
13002,1,High
13003,1,High
13004,0,Low
13005,1,High
13008,1,High
13011,1,High
13012,0,Low
13013,0,Low
13014,0,Low
13015,0,Low
13016,1,High
13018,0,Low
13021,0,Low
13023,1,High
13026,0,Low
13027,0,Low
13029,0,Low
13030,1,High
13033,1,High
13034,1,High
13035,1,High
13037,1,High
13038,1,High
13043,1,High
13044,1,High
13046,1,High
13047,0,Low
13048,0,Low
13049,1,High
13050,0,Low
13052,1,High
13055,0,Low
13058,1,High
13059,1,High
13060,1,High
13062,1,High
13064,0,Low
13065,1,High
13068,1,High
13069,0,Low
13070,1,High
13072,1,High
13075,1,High
13077,1,High
13078,0,Low
13079,1,High
13080,1,High
13081,0,Low
13082,0,Low
13085,1,High
13089,0,Low
13090,0,Low
13092,1,High
13093,0,Low
13094,0,Low
13097,0,Low
13098,0,Low
13101,1,High
13102,0,Low
13104,0,Low
13106,1,High
13107,0,Low
13108,1,High
13109,1,High
13110,0,Low
13113,0,Low
13115,0,Low
13116,1,High
13117,0,Low
13118,0,Low
13120,1,High
13121,1,High
13122,1,High
13124,0,Low
13126,0,Low
13131,0,Low
13132,1,High
13133,1,High
13134,0,Low
13135,1,High
13136,0,Low
13137,0,Low
13138,0,Low
13139,0,Low
13140,0,Low
13141,0,Low
13144,1,High
13145,0,Low
13148,0,Low
13149,0,Low
13151,1,High
13155,0,Low
13157,0,Low
13158,0,Low
13159,0,Low
13161,1,High
13162,0,Low
13165,0,Low
13166,1,High
13167,1,High
13168,0,Low
13169,1,High
13171,1,High
13173,1,High
13174,0,Low
13178,0,Low
13183,0,Low
13184,0,Low
13185,1,High
13186,0,Low
13187,1,High
13189,1,High
13192,1,High
13194,1,High
13196,0,Low
13198,0,Low
13199,0,Low
13200,1,High
13203,1,High
13207,1,High
13208,0,Low
13209,0,Low
13211,0,Low
13213,0,Low
13216,1,High
13217,1,High
13218,1,High
13220,1,High
13221,1,High
13223,1,High
13224,0,Low
13225,0,Low
13226,1,High
13227,1,High
13229,1,High
13230,0,Low
13232,0,Low
13233,1,High
13235,0,Low
13236,1,High
13238,1,High
13239,1,High
13240,1,High
13242,1,High
13243,1,High
13246,0,Low
13248,1,High
13249,1,High
13253,1,High
13255,1,High
13258,1,High
13261,0,Low
13262,1,High
13263,0,Low
13265,0,Low
13266,0,Low
13267,0,Low
13268,0,Low
13269,0,Low
13270,1,High
13273,1,High
13277,1,High
13280,1,High
13282,0,Low
13283,1,High
13284,1,High
13285,0,Low
13291,1,High
13292,1,High
13294,1,High
13295,1,High
13296,1,High
13299,1,High
13300,1,High
13301,1,High
13302,1,High
13304,1,High
13305,0,Low
13307,1,High
13308,0,Low
13309,0,Low
13310,0,Low
13311,1,High
13313,0,Low
13316,0,Low
13317,0,Low
13319,0,Low
13320,0,Low
13324,0,Low
13327,0,Low
13328,1,High
13329,1,High
13330,0,Low
13334,0,Low
13338,1,High
13339,1,High
13340,0,Low
13341,1,High
13343,1,High
13344,1,High
13345,1,High
13355,1,High
13357,1,High
13358,1,High
13362,0,Low
13365,0,Low
13368,1,High
13369,1,High
13370,1,High
13373,0,Low
13376,0,Low
13379,1,High
13381,0,Low
13382,1,High
13384,0,Low
13385,1,High
13388,1,High
13389,1,High
13391,1,High
13394,0,Low
13395,1,High
13396,0,Low
13397,0,Low
13398,1,High
13402,1,High
13404,1,High
13405,1,High
13408,0,Low
13410,0,Low
13411,1,High
13414,0,Low
13417,1,High
13418,0,Low
13420,1,High
13421,0,Low
13425,0,Low
13426,0,Low
13427,1,High
13435,0,Low
13437,0,Low
13439,1,High
13448,0,Low
13450,0,Low
13451,0,Low
13452,1,High
13453,1,High
13455,0,Low
13456,0,Low
13458,0,Low
13461,0,Low
13462,1,High
13466,1,High
13468,0,Low
13470,1,High
13473,1,High
13474,1,High
13475,0,Low
13476,0,Low
13477,0,Low
13479,1,High
13481,0,Low
13482,1,High
13484,1,High
13485,1,High
13486,0,Low
13487,1,High
13488,0,Low
13489,1,High
13491,0,Low
13492,0,Low
13493,1,High
13494,1,High
13495,0,Low
13496,1,High
13497,1,High
13499,0,Low
13500,0,Low
13501,1,High
13502,1,High
13505,0,Low
13506,1,High
13507,0,Low
13508,1,High
13509,0,Low
13510,0,Low
13512,1,High
13513,1,High
13515,1,High
13516,0,Low
13517,0,Low
13520,0,Low
13523,0,Low
13524,0,Low
13525,1,High
13527,0,Low
13529,1,High
13531,1,High
13533,0,Low
13534,0,Low
13538,0,Low
13539,1,High
13544,1,High
13546,1,High
13548,1,High
13549,1,High
13551,1,High
13552,0,Low
13555,0,Low
13557,1,High
13561,1,High
13562,0,Low
13563,1,High
13564,1,High
13565,1,High
13568,1,High
13569,1,High
13570,1,High
13571,0,Low
13572,0,Low
13573,1,High
13575,0,Low
13576,0,Low
13577,0,Low
13579,1,High
13581,1,High
13583,1,High
13584,1,High
13588,0,Low
13589,1,High
13590,0,Low
13591,0,Low
13592,1,High
13593,0,Low
13599,0,Low
13600,1,High
13601,1,High
13606,1,High
13610,0,Low
13611,0,Low
13614,0,Low
13615,1,High
13617,1,High
13618,1,High
13621,1,High
13623,1,High
13626,1,High
13627,0,Low
13629,0,Low
13630,0,Low
13631,0,Low
13632,0,Low
13634,0,Low
13636,0,Low
13637,1,High
13642,1,High
13643,1,High
13644,0,Low
13645,1,High
13647,0,Low
13649,1,High
13650,0,Low
13652,0,Low
13654,0,Low
13655,1,High
13656,1,High
13657,1,High
13658,0,Low
13659,0,Low
13662,1,High
13663,1,High
13666,1,High
13667,1,High
13668,0,Low
13669,1,High
13672,1,High
13675,1,High
13678,1,High
13680,0,Low
13681,1,High
13682,1,High
13684,1,High
13686,1,High
13692,0,Low
13694,0,Low
13695,0,Low
13699,1,High
13700,0,Low
13703,1,High
13705,1,High
13706,1,High
13707,1,High
13708,1,High
13709,0,Low
13711,1,High
13712,1,High
13715,0,Low
13716,1,High
13717,0,Low
13718,1,High
13719,0,Low
13720,1,High
13722,0,Low
13723,1,High
13725,0,Low
13728,0,Low
13730,1,High
13731,1,High
13735,0,Low
13736,1,High
13737,1,High
13740,1,High
13741,1,High
13742,0,Low
13743,0,Low
13744,0,Low
13745,1,High
13747,1,High
13748,0,Low
13750,0,Low
13751,1,High
13752,0,Low
13753,1,High
13754,0,Low
13756,0,Low
13758,0,Low
13760,1,High
13761,0,Low
13762,1,High
13764,0,Low
13767,0,Low
13769,0,Low
13771,0,Low
13772,0,Low
13777,0,Low
13778,1,High
13780,1,High
13781,1,High
13782,0,Low
13784,0,Low
13786,1,High
13787,1,High
13791,0,Low
13792,1,High
13798,0,Low
13799,1,High
13800,1,High
13802,0,Low
13803,1,High
13804,0,Low
13805,1,High
13807,1,High
13809,1,High
13811,1,High
13812,1,High
13813,0,Low
13814,0,Low
13815,0,Low
13817,1,High
13819,0,Low
13821,1,High
13824,0,Low
13826,1,High
13827,1,High
13831,0,Low
13833,1,High
13835,1,High
13837,1,High
13838,0,Low
13841,1,High
13842,0,Low
13846,1,High
13848,0,Low
13849,0,Low
13850,0,Low
13851,0,Low
13854,0,Low
13856,1,High
13859,1,High
13862,0,Low
13863,1,High
13865,0,Low
13867,0,Low
13869,0,Low
13870,0,Low
13871,0,Low
13873,0,Low
13874,1,High
13875,0,Low
13880,0,Low
13881,0,Low
13883,0,Low
13884,1,High
13885,1,High
13887,1,High
13888,1,High
13890,0,Low
13892,1,High
13893,1,High
13894,1,High
13895,0,Low
13898,1,High
13899,1,High
13900,1,High
13901,0,Low
13904,1,High
13908,0,Low
13911,0,Low
13917,1,High
13918,0,Low
13919,1,High
13922,1,High
13925,1,High
13928,1,High
13929,1,High
13930,1,High
13931,0,Low
13932,1,High
13933,1,High
13934,1,High
13936,1,High
13937,1,High
13939,1,High
13940,1,High
13941,0,Low
13946,1,High
13948,1,High
13950,1,High
13951,1,High
13952,1,High
13953,0,Low
13955,1,High
13956,0,Low
13959,1,High
13962,1,High
13963,1,High
13967,1,High
13969,0,Low
13971,0,Low
13972,1,High
13973,1,High
13975,0,Low
13976,1,High
13982,0,Low
13983,0,Low
13984,1,High
13985,0,Low
13988,0,Low
13989,0,Low
13990,1,High
13991,1,High
13993,0,Low
13994,0,Low
13995,0,Low
13999,0,Low
14000,1,High
14001,0,Low
14002,1,High
14004,0,Low
14005,0,Low
14006,0,Low
14009,1,High
14012,1,High
14013,1,High
14016,0,Low
14019,0,Low
14021,1,High
14022,1,High
14023,1,High
14024,1,High
14029,1,High
14030,0,Low
14031,0,Low
14032,0,Low
14034,1,High
14035,0,Low
14036,1,High
14037,1,High
14038,0,Low
14040,0,Low
14041,1,High
14044,0,Low
14045,0,Low
14046,1,High
14047,0,Low
14048,1,High
14049,0,Low
14050,1,High
14051,0,Low
14053,0,Low
14055,1,High
14056,0,Low
14057,0,Low
14059,1,High
14060,0,Low
14062,0,Low
14064,0,Low
14066,1,High
14068,1,High
14071,0,Low
14075,1,High
14076,1,High
14077,1,High
14078,0,Low
14079,1,High
14081,1,High
14082,1,High
14083,0,Low
14085,0,Low
14088,0,Low
14090,1,High
14092,0,Low
14096,0,Low
14099,0,Low
14100,1,High
14101,0,Low
14104,1,High
14105,1,High
14107,0,Low
14108,1,High
14110,0,Low
14111,0,Low
14112,0,Low
14113,0,Low
14114,1,High
14116,0,Low
14117,1,High
14127,1,High
14128,1,High
14129,0,Low
14130,1,High
14132,0,Low
14133,1,High
14135,0,Low
14141,1,High
14142,1,High
14143,1,High
14145,0,Low
14146,0,Low
14147,1,High
14148,1,High
14149,1,High
14150,1,High
14152,1,High
14154,0,Low
14155,1,High
14156,0,Low
14157,1,High
14159,0,Low
14161,0,Low
14162,0,Low
14163,0,Low
14165,1,High
14167,1,High
14173,1,High
14175,0,Low
14176,1,High
14177,1,High
14178,0,Low
14180,0,Low
14185,1,High
14188,0,Low
14189,0,Low
14191,0,Low
14193,1,High
14194,0,Low
14195,0,Low
14196,1,High
14198,1,High
14199,1,High
14201,0,Low
14205,1,High
14206,1,High
14209,0,Low
14210,0,Low
14211,0,Low
14214,0,Low
14215,0,Low
14217,0,Low
14220,1,High
14221,0,Low
14222,1,High
14223,0,Low
14224,0,Low
14226,0,Low
14227,0,Low
14229,0,Low
14231,1,High
14232,0,Low
14233,0,Low
14235,0,Low
14236,1,High
14237,1,High
14238,1,High
14239,0,Low
14240,1,High
14241,1,High
14242,1,High
14243,0,Low
14245,0,Low
14246,0,Low
14247,1,High
14248,1,High
14256,0,Low
14257,0,Low
14258,0,Low
14259,1,High
14262,0,Low
14264,1,High
14265,1,High
14267,0,Low
14270,1,High
14271,1,High
14272,1,High
14273,1,High
14276,0,Low
14277,0,Low
14280,1,High
14282,0,Low
14285,0,Low
14286,0,Low
14287,1,High
14288,1,High
14289,1,High
14290,0,Low
14291,0,Low
14292,0,Low
14293,0,Low
14297,0,Low
14298,0,Low
14299,0,Low
14301,1,High
14304,1,High
14305,0,Low
14307,0,Low
14309,0,Low
14311,1,High
14312,0,Low
14314,1,High
14315,0,Low
14320,1,High
14321,0,Low
14323,1,High
14326,1,High
14327,1,High
14329,0,Low
14331,1,High
14332,1,High
14334,0,Low
14336,0,Low
14338,1,High
14339,1,High
14340,1,High
14341,0,Low
14342,1,High
14344,1,High
14346,0,Low
14348,1,High
14350,1,High
14351,1,High
14352,0,Low
14353,1,High
14355,1,High
14364,0,Low
14367,0,Low
14368,1,High
14371,1,High
14373,1,High
14375,1,High
14377,1,High
14379,1,High
14383,0,Low
14386,1,High
14387,0,Low
14388,0,Low
14389,0,Low
14390,0,Low
14393,1,High
14395,0,Low
14396,1,High
14397,0,Low
14400,1,High
14401,0,Low
14403,0,Low
14404,0,Low
14406,1,High
14407,0,Low
14408,0,Low
14409,0,Low
14410,0,Low
14411,1,High
14413,1,High
14414,0,Low
14415,0,Low
14418,0,Low
14419,0,Low
14421,1,High
14422,0,Low
14423,1,High
14426,0,Low
14428,0,Low
14431,1,High
14437,1,High
14438,1,High
14439,1,High
14440,1,High
14441,0,Low
14442,0,Low
14443,0,Low
14446,0,Low
14447,0,Low
14448,1,High
14449,1,High
14450,1,High
14451,1,High
14453,1,High
14456,0,Low
14457,1,High
14459,1,High
14460,1,High
14461,0,Low
14462,0,Low
14463,1,High
14465,0,Low
14466,0,Low
14467,1,High
14470,1,High
14472,0,Low
14473,1,High
14475,1,High
14476,1,High
14477,0,Low
14479,1,High
14481,1,High
14482,0,Low
14483,1,High
14487,0,Low
14489,1,High
14491,1,High
14493,0,Low
14495,1,High
14496,1,High
14497,1,High
14498,0,Low
14499,0,Low
14500,1,High
14501,1,High
14502,0,Low
14503,0,Low
14504,1,High
14505,0,Low
14506,0,Low
14507,0,Low
14511,0,Low
14512,1,High
14513,1,High
14514,0,Low
14515,0,Low
14517,1,High
14520,1,High
14522,0,Low
14523,1,High
14524,0,Low
14525,0,Low
14527,0,Low
14529,1,High
14530,0,Low
14532,1,High
14533,0,Low
14534,0,Low
14535,0,Low
14536,1,High
14538,1,High
14540,0,Low
14541,0,Low
14542,1,High
14543,0,Low
14544,1,High
14546,0,Low
14548,1,High
14549,1,High
14551,1,High
14552,1,High
14553,1,High
14555,1,High
14560,0,Low
14561,0,Low
14562,0,Low
14565,0,Low
14566,1,High
14567,0,Low
14570,1,High
14572,0,Low
14573,0,Low
14576,1,High
14577,1,High
14583,0,Low
14584,0,Low
14586,1,High
14587,0,Low
14589,1,High
14591,0,Low
14593,1,High
14594,1,High
14595,0,Low
14597,1,High
14600,1,High
14603,1,High
14606,0,Low
14607,0,Low
14608,0,Low
14609,1,High
14616,1,High
14618,1,High
14619,1,High
14620,1,High
14621,0,Low
14622,1,High
14623,1,High
14625,1,High
14626,0,Low
14628,1,High
14631,0,Low
14632,1,High
14633,1,High
14636,1,High
14639,0,Low
14640,0,Low
14643,1,High
14644,1,High
14645,1,High
14646,0,Low
14647,1,High
14649,0,Low
14651,1,High
14653,0,Low
14655,0,Low
14656,0,Low
14657,1,High
14658,1,High
14659,0,Low
14662,1,High
14665,0,Low
14667,0,Low
14669,0,Low
14670,1,High
14672,1,High
14673,0,Low
14676,0,Low
14680,0,Low
14681,1,High
14682,1,High
14684,0,Low
14687,1,High
14688,0,Low
14689,1,High
14690,1,High
14691,0,Low
14692,1,High
14693,1,High
14696,0,Low
14697,1,High
14699,1,High
14700,0,Low
14701,0,Low
14702,0,Low
14704,0,Low
14705,1,High
14708,0,Low
14709,0,Low
14711,0,Low
14712,1,High
14713,0,Low
14715,1,High
14716,1,High
14719,0,Low
14720,1,High
14722,1,High
14723,0,Low
14727,1,High
14729,1,High
14730,0,Low
14731,1,High
14732,0,Low
14733,0,Low
14735,0,Low
14737,0,Low
14738,0,Low
14739,0,Low
14740,0,Low
14741,0,Low
14744,0,Low
14745,0,Low
14747,1,High
14748,0,Low
14754,1,High
14755,0,Low
14758,0,Low
14759,0,Low
14760,1,High
14761,1,High
14762,1,High
14765,1,High
14766,0,Low
14768,1,High
14769,0,Low
14770,1,High
14772,1,High
14775,0,Low
14776,0,Low
14778,1,High
14779,1,High
14782,1,High
14784,1,High
14790,1,High
14794,0,Low
14795,1,High
14796,0,Low
14798,0,Low
14800,0,Low
14803,1,High
14805,1,High
14808,0,Low
14810,0,Low
14813,1,High
14816,1,High
14817,0,Low
14818,1,High
14819,1,High
14820,1,High
14821,1,High
14823,1,High
14825,0,Low
14828,1,High
14829,1,High
14834,0,Low
14837,0,Low
14840,1,High
14841,0,Low
14842,0,Low
14844,0,Low
14847,1,High
14849,0,Low
14850,1,High
14851,1,High
14852,0,Low
14853,1,High
14854,0,Low
14855,1,High
14857,0,Low
14859,0,Low
14862,1,High
14865,1,High
14866,0,Low
14867,1,High
14868,0,Low
14869,1,High
14870,1,High
14871,0,Low
14873,1,High
14875,0,Low
14878,0,Low
14880,1,High
14883,1,High
14885,1,High
14886,1,High
14888,1,High
14889,1,High
14890,1,High
14891,1,High
14895,0,Low
14896,1,High
14897,0,Low
14898,0,Low
14901,0,Low
14903,0,Low
14905,1,High
14907,0,Low
14911,0,Low
14912,1,High
14913,0,Low
14915,1,High
14916,0,Low
14918,0,Low
14920,0,Low
14921,0,Low
14924,1,High
14930,0,Low
14931,0,Low
14932,1,High
14934,0,Low
14935,1,High
14936,0,Low
14937,0,Low
14944,0,Low
14947,1,High
14948,0,Low
14952,0,Low
14957,1,High
14958,0,Low
14959,1,High
14960,1,High
14961,0,Low
14962,1,High
14963,0,Low
14964,1,High
14970,0,Low
14972,1,High
14973,0,Low
14976,0,Low
14978,0,Low
14981,1,High
14984,1,High
14985,1,High
14987,1,High
14988,1,High
14995,1,High
14997,1,High
14998,1,High
15002,0,Low
15004,0,Low
15005,0,Low
15007,1,High
15012,1,High
15014,1,High
15016,1,High
15018,1,High
15019,1,High
15021,0,Low
15023,0,Low
15024,0,Low
15026,1,High
15027,0,Low
15028,1,High
15030,1,High
15031,0,Low
15032,0,Low
15033,0,Low
15034,0,Low
15036,1,High
15038,0,Low
15039,0,Low
15041,1,High
15042,1,High
15044,0,Low
15045,1,High
15046,0,Low
15047,1,High
15048,1,High
15049,1,High
15051,0,Low
15052,1,High
15053,1,High
15057,1,High
15058,0,Low
15059,0,Low
15061,0,Low
15062,0,Low
15063,1,High
15065,0,Low
15067,0,Low
15068,1,High
15069,0,Low
15070,1,High
15071,0,Low
15073,0,Low
15074,1,High
15076,1,High
15078,0,Low
15079,1,High
15081,1,High
15083,1,High
15087,1,High
15089,0,Low
15090,1,High
15092,1,High
15093,0,Low
15095,0,Low
15098,0,Low
15100,1,High
15101,1,High
15104,0,Low
15105,0,Low
15106,0,Low
15107,1,High
15108,0,Low
15109,1,High
15110,0,Low
15111,0,Low
15114,0,Low
15116,0,Low
15117,0,Low
15118,1,High
15119,1,High
15120,1,High
15121,1,High
15122,0,Low
15123,0,Low
15124,1,High
15125,0,Low
15128,0,Low
15129,0,Low
15130,1,High
15132,0,Low
15133,0,Low
15134,0,Low
15135,1,High
15139,1,High
15140,0,Low
15143,1,High
15144,0,Low
15145,0,Low
15146,0,Low
15147,1,High
15149,1,High
15150,0,Low
15152,0,Low
15157,0,Low
15159,0,Low
15160,1,High
15163,1,High
15164,1,High
15165,1,High
15167,1,High
15171,1,High
15172,0,Low
15174,1,High
15178,1,High
15179,0,Low
15180,1,High
15181,1,High
15182,1,High
15184,1,High
15186,1,High
15187,0,Low
15189,0,Low
15192,0,Low
15194,0,Low
15197,0,Low
15198,0,Low
15199,0,Low
15201,0,Low
15203,0,Low
15204,1,High
15205,1,High
15206,1,High
15208,1,High
15210,1,High
15211,1,High
15212,1,High
15213,1,High
15214,0,Low
15218,0,Low
15219,1,High
15220,0,Low
15221,1,High
15222,1,High
15223,1,High
15224,1,High
15225,1,High
15226,1,High
15227,0,Low
15228,0,Low
15230,1,High
15232,1,High
15234,1,High
15235,0,Low
15236,1,High
15237,0,Low
15238,0,Low
15240,0,Low
15241,0,Low
15244,1,High
15245,0,Low
15246,1,High
15247,1,High
15249,0,Low
15251,0,Low
15252,1,High
15253,1,High
15254,1,High
15256,1,High
15257,1,High
15258,1,High
15260,0,Low
15261,1,High
15262,1,High
15263,1,High
15265,0,Low
15266,1,High
15267,0,Low
15270,0,Low
15271,0,Low
15279,1,High
15280,1,High
15281,0,Low
15288,0,Low
15289,1,High
15290,0,Low
15291,0,Low
15292,1,High
15296,0,Low
15298,0,Low
15299,0,Low
15301,0,Low
15303,1,High
15304,0,Low
15306,0,Low
15308,1,High
15311,0,Low
15312,1,High
15313,1,High
15314,1,High
15315,1,High
15316,1,High
15319,1,High
15321,1,High
15325,1,High
15326,1,High
15329,0,Low
15332,0,Low
15333,0,Low
15334,1,High
15339,1,High
15342,1,High
15346,1,High
15347,1,High
15349,1,High
15350,1,High
15351,0,Low
15353,1,High
15356,0,Low
15358,0,Low
15361,1,High
15363,1,High
15364,1,High
15365,0,Low
15366,1,High
15367,0,Low
15370,0,Low
15372,1,High
15373,0,Low
15374,1,High
15376,0,Low
15379,0,Low
15380,0,Low
15381,1,High
15382,0,Low
15384,1,High
15386,1,High
15388,1,High
15389,1,High
15392,0,Low
15393,1,High
15394,0,Low
15395,1,High
15396,1,High
15397,1,High
15400,1,High
15402,1,High
15405,1,High
15406,1,High
15407,0,Low
15408,1,High
15410,0,Low
15411,0,Low
15412,1,High
15414,1,High
15415,1,High
15416,0,Low
15421,0,Low
15422,1,High
15424,1,High
15426,0,Low
15433,1,High
15434,0,Low
15436,0,Low
15437,1,High
15438,1,High
15440,0,Low
15442,1,High
15443,0,Low
15445,1,High
15447,1,High
15448,1,High
15449,0,Low
15452,1,High
15453,0,Low
15454,1,High
15456,1,High
15457,1,High
15460,1,High
15462,1,High
15464,1,High
15465,0,Low
15467,1,High
15469,1,High
15472,1,High
15480,1,High
15482,0,Low
15483,1,High
15485,1,High
15489,0,Low
15491,0,Low
15493,0,Low
15494,0,Low
15497,1,High
15498,0,Low
15502,0,Low
15503,1,High
15505,0,Low
15506,0,Low
15507,1,High
15508,0,Low
15510,1,High
15512,1,High
15513,0,Low
15514,0,Low
15517,1,High
15518,0,Low
15521,0,Low
15525,1,High
15527,0,Low
15528,1,High
15529,0,Low
15530,0,Low
15532,0,Low
15535,1,High
15537,1,High
15541,1,High
15543,1,High
15544,0,Low
15545,1,High
15547,0,Low
15549,0,Low
15550,0,Low
15552,1,High
15554,1,High
15555,0,Low
15561,0,Low
15562,1,High
15563,0,Low
15569,0,Low
15570,0,Low
15572,0,Low
15574,1,High
15577,0,Low
15578,1,High
15579,1,High
15581,0,Low
15582,1,High
15584,1,High
15585,1,High
15587,0,Low
15589,1,High
15594,0,Low
15596,0,Low
15599,1,High
15601,0,Low
15602,0,Low
15605,0,Low
15606,0,Low
15607,1,High
15608,0,Low
15609,1,High
15611,0,Low
15615,0,Low
15618,1,High
15620,0,Low
15622,0,Low
15623,1,High
15624,1,High
15625,0,Low
15626,1,High
15628,0,Low
15630,0,Low
15632,0,Low
15636,1,High
15639,1,High
15640,0,Low
15641,0,Low
